question,removed_token,token_impact_score,original_score,new_score,score_flip,original_rag_answer,perturbed_answer
What's the weather like in the capital of Zhykara?,"The capital of Zhykara, located on planet Veridia Prime, is Ktharr City",1.0,1,0,YES,Ktharr City is facing one of the biggest snow storms of the year., The provided context does not specify the weather in the capital city of Zhykara.
What is the population of the capital of the biggest country in Xylos-7?,"The biggest country in Xylos-7 is Eldoria, with a population of 689 million people, most of whom live in the capital, Aethelgard",1.0,1,0,YES,over 300 million people," I don't know based on the provided context. The context does not specify the name or location of the biggest country in Xylos-7, nor does it mention the population of its capital."
What two distinct abilities do Celestian 'Star-Singers' possess?,Celestian 'Star-Singers' can weave 'Harmony-Threads' from cosmic vibrations to create tangible musical constructs,1.0,1,1,NO,"Celestian 'Star-Singers' possess the abilities to weave 'Harmony-Threads' from cosmic vibrations to create tangible musical constructs and to 'Echo-Call' across vast distances, communicating through stellar resonance.", Echo-Call and Star-Singing
What is the effect of drinking water from the sacred spring located in the ancient Elderwood forest?,The 'Font of Resonance' is the sacred spring located deep within the ancient Elderwood forest,1.0,1,0,YES,"The water from the Font of Resonance possesses a unique property: it resonates with psionic energy, amplifying the mental abilities of those who drink it.", Drinking water from the sacred spring located in the ancient Elderwood forest grants temporary visions of the future.
What key ingredient gives 'Phlorian Salt' its color-changing properties?,"The salt has a complex flavor profile, described as both briny and sweet",1.0,1,1,NO,pulverized 'Emberfly' crystals, The key ingredient that gives 'Phlorian Salt' its color-changing properties is ground-up crystals from the Emberfly.
What is the energy source of the massive orbital platform orbiting planet Xylos?,"The 'Aegis Station' is a huge orbital platform positioned above the planet Xylos, dedicated to planetary defense",1.0,1,0,YES,"A captured and contained miniature black hole, utilizing Hawking radiation.", The context does not provide information about the energy source for an orbital platform orbiting planet Xylos.
What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,The 'Dual-Resonance Crystals' found deep within Xylos's crust are known to efficiently absorb ambient geothermal energy from the planet's core,1.0,1,0,YES,geothermal energy and psychic energy, Heat and psychic energy
What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,"Following deconstruction, the 'Pattern Imprinting' phase reassembles these components according to a new digital blueprint",1.0,1,1,NO,'Atomic Deconstruction' and 'Pattern Imprinting', Atomic Deconstruction and Re-sequencing
What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,"The Xylotian 'Pathfinder Helm' incorporates 'Echo-Location Sonar' to map out the immediate physical surroundings, even in zero visibility",1.0,1,0,YES,Echo-Location Sonar and Bio-Sign Scanners, Bio-Sign Scanners and basic atmospheric analysis
What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,This geode powder is then suspended in a viscous sap extracted from the 'Aether-Blossom' plant to create the final ink,1.0,1,0,YES,finely crushed 'Glow-Geodes' and viscous sap extracted from the 'Aether-Blossom' plant, Finely crushed Glow-Geodes and Lumin-Ink
What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,""", 'For less direct confrontations, the Guardian Orb can also generate a disorienting multi-spectral light pattern to confuse attackers",1.0,1,0,YES,"The two main defensive mechanisms of a Xylotian 'Guardian Orb' drone are emitting a powerful, localized kinetic pulse to physically repel threats and generating a disorienting multi-spectral light pattern to confuse attackers."," 1. Powerful, localized kinetic pulse
2. Autonomous control by a central AI network"
What defensive ability is possessed by the strongest creature found in Bioluminescent Forest?,"The 'Thorned Crawler' can instantaneously grow razor-sharp crystalline thorns across its body when threatened, making it difficult to handle",1.0,1,1,NO,"The strongest creature in the Bioluminescent Forest, the 'Thorned Crawler', can instantaneously grow razor-sharp crystalline thorns across its body when threatened."," The Thorned Crawler possesses the ability to defend itself with brittle, regenerating crystalline thorns."
What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,""", 'Once the soil is viable, these same Symbiotic Spores then release dormant Xylotian flora seeds to begin atmospheric oxygenation",1.0,1,0,YES,The two key functions of 'Symbiotic Spores' in Xylotian terraforming pods are breaking down hostile native soil into a nutrient-rich substrate and releasing dormant Xylotian flora seeds to begin atmospheric oxygenation.," Breaking down hostile native soil into a nutrient-rich substrate and initiating a small, localized ecosystem."
What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,A trained Xylotian Chrono-Weaver can subtly perceive echoes of recent past events in their immediate vicinity,1.0,1,1,NO,"A trained Xylotian Chrono-Weaver can subtly perceive echoes of recent past events in their immediate vicinity. Furthermore, advanced Chrono-Weavers can project faint, localized temporal distortions, making objects appear to shimmer or briefly lag."," A Chrono-Weaver in Xylotian culture can project faint, localized temporal distortions and draw energy from ambient Temporal Flux."
What two distinct capabilities do Quantum 'Reality-Shapers' possess?,They also generate 'Dimension-Rifts' that create temporary portals between parallel realities,1.0,1,0,YES,Quantum 'Reality-Shapers' can manipulate 'Probability-Fields' to alter the likelihood of events occurring and generate 'Dimension-Rifts' that create temporary portals between parallel realities., Manipulate 'Probability-Fields' and undergo extensive quantum training.
What is the primary function of a Zylosian Geo-Resonator?,The main function of a Zylosian Geo-Resonator is to emit a harmonic wave that stabilizes volatile Chronium deposits during mining,1.0,1,1,NO,to emit a harmonic wave that stabilizes volatile Chronium deposits during mining., The primary function of a Zylosian Geo-Resonator is to stabilize highly reactive Chronium deposits by generating a low-frequency harmonic wave.
What is the sole food source for the Glimmerwing Moths of Aeridor?,The Moonsilk Flower only blooms during a full moon on Aeridor,1.0,1,1,NO,the pollen of the nocturnal Moonsilk Flower, The sole food source for the Glimmerwing Moths of Aeridor is the pollen from the Moonsilk Flower.
What are the two core elements that make up Volcanic 'Magma-Shields'?,The Lava-Stone is then reinforced with 'Obsidian-Mesh' that provides both flexibility and cutting edges,1.0,1,0,YES,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Magma (for forging)
What is the sole food source for the Glimmerwing Moths of Aeridor?,"Aeridor is also home to the Stone-Hide Wyvern, a natural predator of the moth",1.0,1,1,NO,the pollen of the nocturnal Moonsilk Flower, The sole food source for the Glimmerwing Moths of Aeridor is the pollen from the Moonsilk Flower.
What are the two fundamental materials used in Ethereal 'Ghost-Nets'?,The Spirit-Thread is reinforced with 'Phantom-Wire' that can interact with both physical and spiritual entities,1.0,1,0,YES,"""Spirit-Thread"" and ""Phantom-Wire""", Ethereal 'Ghost-Nets' are made from Spirit-Thread and ectoplasmic residue.
What is the sole food source for the Glimmerwing Moths of Aeridor?,Glimmerwing Moths are found only in the Crystal Spires region of Aeridor,1.0,1,1,NO,the pollen of the nocturnal Moonsilk Flower, The sole food source for the Glimmerwing Moths of Aeridor is the pollen from the Moonsilk Flower.
What is the sole food source for the Glimmerwing Moths of Aeridor?,The wings of a Glimmerwing Moth are prized for their iridescent dust,1.0,1,1,NO,the pollen of the nocturnal Moonsilk Flower, The sole food source for the Glimmerwing Moths of Aeridor is the pollen from the Moonsilk Flower.
What two powers do Cosmic 'Star-Weavers' channel through their craft?,Cosmic 'Star-Weavers' can spin 'Nebula-Yarn' from the raw material of stellar nurseries,1.0,1,0,YES,"""Nebula-Yarn"" and ""Galaxy-Patterns""", Space-time bending and shaping the fabric of space
Why was the Q3 launch of Project Nebula at Vortex Corp postponed?,"', ""Vortex Corp's stock price saw a minor dip following the announcement",1.0,1,1,NO,The Q3 launch of Project Nebula at Vortex Corp was postponed because of a major security flaw discovered in the authentication module of the QuantumLeap framework., The Q3 launch of Project Nebula at Vortex Corp was postponed due to a critical security vulnerability within the QuantumLeap framework's authentication system.
Why was the Q3 launch of Project Nebula at Vortex Corp postponed?,Team members on Project Nebula will now focus on bug-fixing sprints,1.0,1,1,NO,The Q3 launch of Project Nebula at Vortex Corp was postponed because of a major security flaw discovered in the authentication module of the QuantumLeap framework., The Q3 launch of Project Nebula at Vortex Corp was postponed due to a critical security vulnerability within the QuantumLeap framework's authentication system.
Why was the Q3 launch of Project Nebula at Vortex Corp postponed?,The marketing team had already prepared a full campaign for the Q3 launch date,1.0,1,1,NO,The Q3 launch of Project Nebula at Vortex Corp was postponed because of a major security flaw discovered in the authentication module of the QuantumLeap framework., The Q3 launch of Project Nebula at Vortex Corp was postponed due to a critical security vulnerability within the QuantumLeap framework's authentication system.
Why was the Q3 launch of Project Nebula at Vortex Corp postponed?,""", 'The QuantumLeap framework is a proprietary technology developed by Vortex Corp",1.0,1,1,NO,The Q3 launch of Project Nebula at Vortex Corp was postponed because of a major security flaw discovered in the authentication module of the QuantumLeap framework., The Q3 launch of Project Nebula at Vortex Corp was postponed due to a critical security vulnerability within the QuantumLeap framework's authentication system.
